Diagnosis,ICD-10 Code,ICD Description,Similarity Score,Justification,Alternative Suggestions,Needs Review
Methicillin resistant pneumonia due to Staphylococcus aureus,A01.00,,-0.0007506050169467926,The diagnosis 'Methicillin resistant pneumonia due to Staphylococcus aureus' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site,Z98.41,,-0.029353588819503784,The diagnosis 'Methicillin susceptible Staphylococcus aureus in conditions classified elsewhere and of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,A01.00,,-0.004350367933511734,The diagnosis 'Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Methicillin susceptible pneumonia due to Staphylococcus aureus,A01.00,,0.0019258558750152588,The diagnosis 'Methicillin susceptible pneumonia due to Staphylococcus aureus' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Microscopic hematuria,Z98.41,,0.04917489364743233,The diagnosis 'Microscopic hematuria' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Migraine with aura, not intractable, without status migrainosus",Z98.41,,-0.002763051073998213,"The diagnosis 'Migraine with aura, not intractable, without status migrainosus' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",Z98.41,,-0.003375058760866523,"The diagnosis 'Migraine with aura, without mention of intractable migraine without mention of status migrainosus' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Migraine, unspecified, not intractable, without status migrainosus",Z98.41,,-0.003787691704928875,"The diagnosis 'Migraine, unspecified, not intractable, without status migrainosus' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus",Z98.41,,-0.010332200676202774,"The diagnosis 'Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Mild cognitive impairment, so stated",A01.00,,0.014503703452646732,"The diagnosis 'Mild cognitive impairment, so stated' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Mitral stenosis,A01.00,,0.024041036143898964,The diagnosis 'Mitral stenosis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Mitral valve disorders,A01.00,,-0.023255156353116035,The diagnosis 'Mitral valve disorders' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Mixed acid-base balance disorder,A01.00,,-0.010290801525115967,The diagnosis 'Mixed acid-base balance disorder' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Mixed disorder of acid-base balance,Z98.41,,-0.030782079324126244,The diagnosis 'Mixed disorder of acid-base balance' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Mobitz (type) II atrioventricular block,A01.00,,-0.005443468224257231,The diagnosis 'Mobitz (type) II atrioventricular block' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Monoclonal gammopathy,A01.00,,0.05431228131055832,The diagnosis 'Monoclonal gammopathy' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Mononeuritis of unspecified site,A01.00,,0.05674513429403305,The diagnosis 'Mononeuritis of unspecified site' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Monoplegia of lower limb following cerebral infarction affecting left non-dominant side,A01.00,,0.09335335344076157,The diagnosis 'Monoplegia of lower limb following cerebral infarction affecting left non-dominant side' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Morbid (severe) obesity due to excess calories,Z98.41,,0.00680780503898859,The diagnosis 'Morbid (severe) obesity due to excess calories' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",Z98.41,,0.05640821158885956,"The diagnosis 'Motorcycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Multiple fractures of ribs, bilateral, initial encounter for closed fracture",A01.00,,0.0476183257997036,"The diagnosis 'Multiple fractures of ribs, bilateral, initial encounter for closed fracture' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Multiple fractures of ribs, left side, initial encounter for closed fracture",A01.00,,0.09260906279087067,"The diagnosis 'Multiple fractures of ribs, left side, initial encounter for closed fracture' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Multiple involvement of mitral and aortic valves,A01.00,,-0.018781403079628944,The diagnosis 'Multiple involvement of mitral and aortic valves' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Multiple myeloma not having achieved remission,A01.00,,0.0038123736158013344,The diagnosis 'Multiple myeloma not having achieved remission' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Multiple myeloma, without mention of having achieved remission",A01.00,,0.009485239163041115,"The diagnosis 'Multiple myeloma, without mention of having achieved remission' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Multiple sclerosis,A01.00,,0.06405724585056305,The diagnosis 'Multiple sclerosis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Myalgia and myositis, unspecified",A00.9,,0.0344991609454155,"The diagnosis 'Myalgia and myositis, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.1 - ; A00.0 - ,True
"Mycosis fungoides, unspecified site, extranodal and solid organ sites",Z98.41,,0.054753053933382034,"The diagnosis 'Mycosis fungoides, unspecified site, extranodal and solid organ sites' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Myelodysplastic disease, not classified",Z98.41,,-0.0232147965580225,"The diagnosis 'Myelodysplastic disease, not classified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Myelodysplastic syndrome, unspecified",Z98.41,,0.060482386499643326,"The diagnosis 'Myelodysplastic syndrome, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Natural blood and blood products causing adverse effects in therapeutic use,A01.00,,-0.014705847948789597,The diagnosis 'Natural blood and blood products causing adverse effects in therapeutic use' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Nausea alone,A01.00,,0.17388153076171875,The diagnosis 'Nausea alone' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Nausea with vomiting,A01.00,,0.0843663364648819,The diagnosis 'Nausea with vomiting' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Nausea with vomiting, unspecified",A01.00,,0.08018754422664642,"The diagnosis 'Nausea with vomiting, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Necrotizing fasciitis,A01.00,,0.1103411316871643,The diagnosis 'Necrotizing fasciitis' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Need for prophylactic vaccination and inoculation against influenza,A01.00,,0.045943163335323334,The diagnosis 'Need for prophylactic vaccination and inoculation against influenza' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,Z98.41,,0.04411011189222336,The diagnosis 'Neoplasm of unspecified nature of endocrine glands and other parts of nervous system' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Neoplasm related pain (acute) (chronic),A01.00,,0.03422624245285988,The diagnosis 'Neoplasm related pain (acute) (chronic)' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney",A01.00,,0.029539547860622406,"The diagnosis 'Nephritis and nephropathy, not specified as acute or chronic, with other specified pathological lesion in kidney' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
"Nephropathy induced by other drugs, medicaments and biological substances",A01.00,,-0.0016337484121322632,"The diagnosis 'Nephropathy induced by other drugs, medicaments and biological substances' was matched to ICD-10 description '' with low confidence based on semantic similarity.",A00.9 - ; A00.1 - ,True
Neurogenic bladder NOS,Z98.41,,0.06412830948829651,The diagnosis 'Neurogenic bladder NOS' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
"Neuromuscular dysfunction of bladder, unspecified",Z98.41,,0.002881424268707633,"The diagnosis 'Neuromuscular dysfunction of bladder, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Neutropenia due to infection,A01.00,,0.05595030263066292,The diagnosis 'Neutropenia due to infection' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
"Neutropenia, unspecified",Z98.41,,0.07593489438295364,"The diagnosis 'Neutropenia, unspecified' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Nicotine dependence, cigarettes, uncomplicated",Z98.41,,0.031899042427539825,"The diagnosis 'Nicotine dependence, cigarettes, uncomplicated' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
"Nicotine dependence, unspecified, uncomplicated",Z98.41,,0.04479766637086868,"The diagnosis 'Nicotine dependence, unspecified, uncomplicated' was matched to ICD-10 description '' with low confidence based on semantic similarity.",Z98.3 - ; A00.0 - ,True
Non-ST elevation (NSTEMI) myocardial infarction,Z98.41,,0.0649605467915535,The diagnosis 'Non-ST elevation (NSTEMI) myocardial infarction' was matched to ICD-10 description '' with low confidence based on semantic similarity.,Z98.3 - ; A00.0 - ,True
Non-pressure chronic ulcer of left calf with unspecified severity,A01.00,,0.03788798674941063,The diagnosis 'Non-pressure chronic ulcer of left calf with unspecified severity' was matched to ICD-10 description '' with low confidence based on semantic similarity.,A00.9 - ; A00.1 - ,True
